priority_rank,company_id,propensity_score,converted_30d_actual,signal_1,signal_2,signal_3,EMPLOYEE_RANGE,ALEXA_RANK,INDUSTRY,llm_sales_brief
1591,384,0.022,,Strong web presence (low Alexa rank) (SHAP: +0.124),Recently active (SHAP: +0.083),Pct Actions Crm Companies 30D (SHAP: +0.031),18.0,16000001.0,UNKNOWN,
1592,1383,0.022,,Long active usage tenure (SHAP: +1.978),Company size signal (SHAP: +0.765),Strong web presence (low Alexa rank) (SHAP: +0.566),600.0,16956.0,TECH,
1593,2251,0.022,,Strong web presence (low Alexa rank) (SHAP: +0.184),High session intensity (60d) (SHAP: +0.102),High CONTACTS actions (60d) (SHAP: +0.089),,16000001.0,UNKNOWN,
1594,2371,0.021,,Recently active (SHAP: +0.061),Accelerating usage growth (SHAP: +0.061),High USERS users (7d) (SHAP: +0.049),3.0,164772.0,EDUCATION,
1595,945,0.021,,Long time on free tier (SHAP: +1.435),Strong web presence (low Alexa rank) (SHAP: +0.573),Accelerating usage growth (SHAP: +0.366),8.0,6541931.0,UNKNOWN,
1596,2990,0.021,,Company size signal (SHAP: +0.939),Strong web presence (low Alexa rank) (SHAP: +0.370),Accelerating usage growth (SHAP: +0.127),600.0,4131974.0,LEISURE TRAVEL TOURISM,
1597,2552,0.021,,Company size signal (SHAP: +0.939),Strong web presence (low Alexa rank) (SHAP: +0.370),Accelerating usage growth (SHAP: +0.127),600.0,4143516.0,UNKNOWN,
1598,2056,0.021,,Broad multi-module adoption (SHAP: +0.648),High session intensity (60d) (SHAP: +0.142),High CONTACTS users (14d) (SHAP: +0.013),8.0,1393148.0,UNKNOWN,
1599,2300,0.021,,Accelerating usage growth (SHAP: +0.058),High USERS users (7d) (SHAP: +0.048),Pct Actions Crm Companies 30D (SHAP: +0.023),8.0,1736780.0,UNKNOWN,
1600,2788,0.021,,Accelerating usage growth (SHAP: +0.054),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,85730.0,UNKNOWN,
1601,4518,0.021,,Long active usage tenure (SHAP: +2.053),High session intensity (60d) (SHAP: +0.692),Strong web presence (low Alexa rank) (SHAP: +0.535),38.0,6794576.0,UNKNOWN,
1602,2853,0.021,,Recently active (SHAP: +0.429),Pct Actions Crm Contacts 60D (SHAP: +0.357),Strong web presence (low Alexa rank) (SHAP: +0.176),8.0,16000001.0,TECH,
1603,732,0.021,,Strong web presence (low Alexa rank) (SHAP: +0.161),Accelerating usage growth (SHAP: +0.084),Pct Actions Crm Contacts 60D (SHAP: +0.080),38.0,16000001.0,UNKNOWN,
1604,3281,0.021,,Long time on free tier (SHAP: +1.435),Strong web presence (low Alexa rank) (SHAP: +0.573),Accelerating usage growth (SHAP: +0.366),8.0,6805715.0,CONSUMER GOODS,
1605,2959,0.021,,Accelerating usage growth (SHAP: +0.055),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.040),38.0,95935.0,TECH,
1606,2933,0.021,,Company size signal (SHAP: +0.840),Accelerating usage growth (SHAP: +0.124),High USERS users (7d) (SHAP: +0.049),600.0,111499.0,EDUCATION,
1607,926,0.021,,Accelerating usage growth (SHAP: +0.068),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.033),8.0,358353.0,APPAREL FASHION,
1608,2104,0.021,,Accelerating usage growth (SHAP: +0.068),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.033),8.0,363530.0,UNKNOWN,
1609,842,0.021,,Long active usage tenure (SHAP: +1.235),Strong web presence (low Alexa rank) (SHAP: +0.180),Accelerating usage growth (SHAP: +0.110),3.0,16000001.0,UNKNOWN,
1610,2518,0.021,,Accelerating usage growth (SHAP: +0.068),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.033),8.0,372339.0,FINANCIAL SERVICES,
1611,1390,0.021,,High session intensity (60d) (SHAP: +0.145),Pct Actions Crm Contacts 60D (SHAP: +0.057),Recently active (SHAP: +0.036),3.0,16000001.0,UNKNOWN,
1612,1475,0.021,,Accelerating usage growth (SHAP: +0.055),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.040),38.0,102014.0,IT_SERVICES,
1613,360,0.021,,Accelerating usage growth (SHAP: +0.055),High USERS users (7d) (SHAP: +0.045),Recently active (SHAP: +0.042),18.0,104268.0,MEDIA   PUBLISHING,
1614,369,0.021,,Accelerating usage growth (SHAP: +0.124),High USERS users (7d) (SHAP: +0.052),Recently active (SHAP: +0.037),5500.0,401.0,PUBLISHING,
1615,4118,0.021,,Long active usage tenure (SHAP: +1.073),High USERS users (7d) (SHAP: +0.155),Accelerating usage growth (SHAP: +0.119),3.0,16000001.0,UNKNOWN,
1616,4099,0.021,,Strong web presence (low Alexa rank) (SHAP: +0.208),Recently active (SHAP: +0.119),Pct Actions Crm Companies 30D (SHAP: +0.031),3.0,16000001.0,UNKNOWN,
1617,1548,0.021,,Strong web presence (low Alexa rank) (SHAP: +0.208),Recently active (SHAP: +0.119),Pct Actions Crm Companies 30D (SHAP: +0.031),3.0,16000001.0,UNKNOWN,
1618,2048,0.021,,Strong web presence (low Alexa rank) (SHAP: +0.339),Company size signal (SHAP: +0.162),Accelerating usage growth (SHAP: +0.111),8.0,16000001.0,DESIGN,
1619,3843,0.021,,High USERS users (7d) (SHAP: +0.044),Accelerating usage growth (SHAP: +0.031),Pct Actions Crm Companies 30D (SHAP: +0.018),125.0,840627.0,TECH,
1620,1243,0.021,,Company size signal (SHAP: +0.840),Accelerating usage growth (SHAP: +0.124),High USERS users (7d) (SHAP: +0.049),600.0,125021.0,EDUCATION,
1621,370,0.021,,Company size signal (SHAP: +1.210),Strong web presence (low Alexa rank) (SHAP: +0.672),Accelerating ACTIONS trend (60d) (SHAP: +0.555),1.0,16000001.0,UNKNOWN,
1622,4852,0.021,,Accelerating usage growth (SHAP: +0.068),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.033),8.0,403398.0,UNKNOWN,
1623,2998,0.021,,Accelerating usage growth (SHAP: +0.054),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,98668.0,CONSULTING,
1624,2997,0.021,,Accelerating usage growth (SHAP: +0.054),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,98668.0,CONSULTING,
1625,2920,0.021,,Broad multi-module adoption (SHAP: +0.295),High session intensity (60d) (SHAP: +0.165),Strong web presence (low Alexa rank) (SHAP: +0.040),8.0,16000001.0,UNKNOWN,
1626,2465,0.021,,Long time on free tier (SHAP: +1.782),Recently active (SHAP: +0.301),Accelerating usage growth (SHAP: +0.281),3.0,16000001.0,UNKNOWN,
1627,4149,0.021,,Accelerating usage growth (SHAP: +0.055),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.040),38.0,112296.0,UNKNOWN,
1628,2889,0.021,,Company size signal (SHAP: +1.228),Strong web presence (low Alexa rank) (SHAP: +0.656),Recently active (SHAP: +0.120),1.0,16000001.0,UNKNOWN,
1629,4541,0.021,,Accelerating usage growth (SHAP: +0.054),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,105151.0,ONLINE MEDIA,
1630,4016,0.021,,Long active usage tenure (SHAP: +1.859),Long time on free tier (SHAP: +1.306),Recently active (SHAP: +0.396),,16000001.0,IT_SERVICES,
1631,2646,0.021,,Company size signal (SHAP: +0.840),Accelerating usage growth (SHAP: +0.124),High USERS users (7d) (SHAP: +0.049),600.0,137472.0,CONSUMER SERVICES,
1632,2647,0.021,,Company size signal (SHAP: +0.840),Accelerating usage growth (SHAP: +0.124),High USERS users (7d) (SHAP: +0.049),600.0,137472.0,CONSUMER SERVICES,
1633,3154,0.021,,Accelerating usage growth (SHAP: +0.068),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.033),,439654.0,UNKNOWN,
1634,2376,0.021,,Strong web presence (low Alexa rank) (SHAP: +0.220),Recently active (SHAP: +0.072),Pct Actions Crm Companies 30D (SHAP: +0.032),8.0,16000001.0,UNKNOWN,
1635,2198,0.021,,Strong web presence (low Alexa rank) (SHAP: +0.549),Accelerating usage growth (SHAP: +0.081),High USERS users (7d) (SHAP: +0.042),38.0,5496420.0,UNKNOWN,
1636,3607,0.021,,Long active usage tenure (SHAP: +1.396),Strong web presence (low Alexa rank) (SHAP: +0.750),Company size signal (SHAP: +0.329),8.0,5376413.0,TECH,
1637,3162,0.021,,Accelerating usage growth (SHAP: +0.064),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.031),8.0,453407.0,CONSTRUCTION,
1638,993,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,143683.0,EDUCATION,
1639,3655,0.02,,Company size signal (SHAP: +1.216),Strong web presence (low Alexa rank) (SHAP: +0.671),Accelerating ACTIONS trend (60d) (SHAP: +0.512),1.0,16000001.0,UNKNOWN,
1640,752,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,143833.0,EDUCATION,
1641,4332,0.02,,Accelerating usage growth (SHAP: +0.064),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.031),8.0,462673.0,TECH,
1642,3769,0.02,,Accelerating usage growth (SHAP: +0.064),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.031),8.0,463484.0,UNKNOWN,
1643,1263,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,146251.0,BUSINESS SUPPLIES AND EQUIPMENT,
1644,2389,0.02,,Accelerating ACTIONS trend (60d) (SHAP: +0.244),Strong web presence (low Alexa rank) (SHAP: +0.197),Company size signal (SHAP: +0.125),8.0,16000001.0,UNKNOWN,
1645,3510,0.02,,Pct Actions Crm Companies 30D (SHAP: +0.015),High CONTACTS users (14d) (SHAP: +0.005),Actions Crm Companies Per User 60D (SHAP: +0.004),125.0,1044716.0,APPAREL FASHION,
1646,3754,0.02,,Accelerating usage growth (SHAP: +0.055),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.040),38.0,123851.0,RETAIL,
1647,999,0.02,,Company size signal (SHAP: +0.429),Pct Actions Crm Contacts 60D (SHAP: +0.069),Pct Actions Crm Companies 30D (SHAP: +0.021),600.0,568126.0,UNKNOWN,
1648,5191,0.02,,Accelerating usage growth (SHAP: +0.054),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,113376.0,TECH,
1649,3043,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,150052.0,EDUCATION,
1650,490,0.02,,Long active usage tenure (SHAP: +1.549),Accelerating usage growth (SHAP: +0.142),High USERS users (7d) (SHAP: +0.063),38.0,16000001.0,UNKNOWN,
1651,2208,0.02,,Accelerating usage growth (SHAP: +0.055),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.040),38.0,125342.0,TELECOMMUNICATIONS,
1652,1043,0.02,,Broad multi-module adoption (SHAP: +0.396),High DEALS users (30d) (SHAP: +0.057),High DEALS actions (30d) (SHAP: +0.056),3.0,16000001.0,UNKNOWN,
1653,1964,0.02,,Strong web presence (low Alexa rank) (SHAP: +0.208),Recently active (SHAP: +0.120),Pct Actions Crm Companies 30D (SHAP: +0.031),3.0,16000001.0,UNKNOWN,
1654,2021,0.02,,Strong web presence (low Alexa rank) (SHAP: +0.220),Recently active (SHAP: +0.072),Pct Actions Crm Companies 30D (SHAP: +0.032),,16000001.0,UNKNOWN,
1655,413,0.02,,Long active usage tenure (SHAP: +1.444),Accelerating usage growth (SHAP: +0.195),Pct Actions Crm Companies 30D (SHAP: +0.026),3.0,16000001.0,UNKNOWN,
1656,723,0.02,,Accelerating usage growth (SHAP: +0.054),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,115784.0,EDUCATION,
1657,2872,0.02,,Long active usage tenure (SHAP: +1.632),Company size signal (SHAP: +0.230),Recently active (SHAP: +0.109),,16000001.0,UNKNOWN,
1658,1313,0.02,,Accelerating usage growth (SHAP: +0.054),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,116853.0,UNKNOWN,
1659,5104,0.02,,Accelerating usage growth (SHAP: +0.064),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.031),8.0,500963.0,UNKNOWN,
1660,4828,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,155691.0,PUBLISHING,
1661,3980,0.02,,Long active usage tenure (SHAP: +1.603),Company size signal (SHAP: +0.577),Accelerating usage growth (SHAP: +0.199),8.0,16000001.0,UNKNOWN,
1662,3648,0.02,,Accelerating usage growth (SHAP: +0.064),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.031),8.0,510724.0,UNKNOWN,
1663,4102,0.02,,Accelerating usage growth (SHAP: +0.054),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,119345.0,UNKNOWN,
1664,2500,0.02,,Strong web presence (low Alexa rank) (SHAP: +0.084),Recently active (SHAP: +0.076),Pct Actions Crm Companies 30D (SHAP: +0.031),38.0,16000001.0,UNKNOWN,
1665,424,0.02,,Accelerating usage growth (SHAP: +0.054),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,119911.0,EDUCATION,
1666,4247,0.02,,Accelerating usage growth (SHAP: +0.055),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.040),38.0,135073.0,UNKNOWN,
1667,4726,0.02,,Accelerating usage growth (SHAP: +0.064),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.031),8.0,541686.0,TECH,
1668,518,0.02,,High USERS users (7d) (SHAP: +0.044),Accelerating usage growth (SHAP: +0.026),Pct Actions Crm Companies 30D (SHAP: +0.024),38.0,1110067.0,UNKNOWN,
1669,1706,0.02,,Strong web presence (low Alexa rank) (SHAP: +0.217),Recently active (SHAP: +0.071),Pct Actions Crm Companies 30D (SHAP: +0.032),8.0,16000001.0,IT_SERVICES,
1670,341,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,168347.0,MARKETING,
1671,340,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,168347.0,MARKETING,
1672,4562,0.02,,Long active usage tenure (SHAP: +0.719),Accelerating usage growth (SHAP: +0.105),High USERS users (7d) (SHAP: +0.069),3.0,16000001.0,UNKNOWN,
1673,4398,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,170497.0,TECH,
1674,3042,0.02,,Accelerating usage growth (SHAP: +0.124),High USERS users (7d) (SHAP: +0.052),Recently active (SHAP: +0.037),5500.0,560.0,TECH,
1675,1822,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,172095.0,TECH,
1676,5021,0.02,,Accelerating usage growth (SHAP: +0.054),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.040),38.0,140828.0,PUBLISHING,
1677,2642,0.02,,Strong web presence (low Alexa rank) (SHAP: +0.304),Recently active (SHAP: +0.209),Company size signal (SHAP: +0.131),8.0,5033807.0,UNKNOWN,
1678,4148,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,173639.0,EDUCATION,
1679,4944,0.02,,Pct Actions Crm Contacts 60D (SHAP: +0.309),High session intensity (60d) (SHAP: +0.209),High CONTACTS actions (60d) (SHAP: +0.125),18.0,16000001.0,UNKNOWN,
1680,4759,0.02,,Strong web presence (low Alexa rank) (SHAP: +0.632),Accelerating usage growth (SHAP: +0.057),High USERS users (7d) (SHAP: +0.049),3.0,6371784.0,UNKNOWN,
1681,3951,0.02,,Broad multi-module adoption (SHAP: +0.395),Pct Actions Crm Contacts 60D (SHAP: +0.114),High DEALS actions (60d) (SHAP: +0.078),3.0,16000001.0,UNKNOWN,
1682,1059,0.02,,Accelerating usage growth (SHAP: +0.064),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.031),8.0,585810.0,MARKETING,
1683,3656,0.02,,Accelerating usage growth (SHAP: +0.124),High USERS users (7d) (SHAP: +0.052),Recently active (SHAP: +0.037),5500.0,592.0,OTHER,
1684,3588,0.02,,Accelerating usage growth (SHAP: +0.054),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,133964.0,UNKNOWN,
1685,2119,0.02,,Accelerating usage growth (SHAP: +0.064),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.031),8.0,595918.0,UNKNOWN,
1686,3644,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,182793.0,EDUCATION,
1687,5114,0.02,,Recently active (SHAP: +0.061),Accelerating usage growth (SHAP: +0.061),High USERS users (7d) (SHAP: +0.049),3.0,288869.0,UNKNOWN,
1688,920,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,186209.0,UNKNOWN,
1689,1314,0.02,,High USERS users (7d) (SHAP: +0.040),Accelerating usage growth (SHAP: +0.037),Pct Actions Crm Companies 30D (SHAP: +0.022),38.0,2013977.0,BROADCAST MEDIA,
1690,2414,0.02,,Recently active (SHAP: +0.065),Accelerating usage growth (SHAP: +0.061),High USERS users (7d) (SHAP: +0.049),3.0,296343.0,UNKNOWN,
1691,2089,0.02,,Accelerating usage growth (SHAP: +0.124),High USERS users (7d) (SHAP: +0.052),Recently active (SHAP: +0.037),5500.0,622.0,TECH,
1692,3988,0.02,,Recently active (SHAP: +0.065),Accelerating usage growth (SHAP: +0.061),High USERS users (7d) (SHAP: +0.049),3.0,300848.0,UNKNOWN,
1693,3766,0.02,,Accelerating usage growth (SHAP: +0.053),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,141584.0,UNKNOWN,
1694,3033,0.02,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,193458.0,TECH,
1695,4554,0.02,,Strong web presence (low Alexa rank) (SHAP: +0.205),Recently active (SHAP: +0.119),Pct Actions Crm Companies 30D (SHAP: +0.031),3.0,16000001.0,PHOTOGRAPHY,
1696,1605,0.02,,Company size signal (SHAP: +0.287),Recently active (SHAP: +0.073),Accelerating usage growth (SHAP: +0.071),1.0,329325.0,UNKNOWN,
1697,3058,0.02,,Strong web presence (low Alexa rank) (SHAP: +0.313),Pct Actions Crm Contacts 60D (SHAP: +0.091),Accelerating usage growth (SHAP: +0.071),3.0,16000001.0,PHOTOGRAPHY,
1698,5149,0.02,,Long time on free tier (SHAP: +1.487),Company size signal (SHAP: +1.134),Strong web presence (low Alexa rank) (SHAP: +0.600),1.0,16000001.0,UNKNOWN,
1699,986,0.02,,Strong web presence (low Alexa rank) (SHAP: +1.502),Accelerating usage growth (SHAP: +0.079),High USERS users (7d) (SHAP: +0.049),3.0,7518650.0,UNKNOWN,
1700,3531,0.019,,Accelerating usage growth (SHAP: +0.053),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,147716.0,UNKNOWN,
1701,1171,0.019,,Strong web presence (low Alexa rank) (SHAP: +0.180),High session intensity (60d) (SHAP: +0.133),High CONTACTS actions (60d) (SHAP: +0.078),,16000001.0,UNKNOWN,
1702,1350,0.019,,Accelerating ACTIONS trend (60d) (SHAP: +0.362),Strong web presence (low Alexa rank) (SHAP: +0.245),Company size signal (SHAP: +0.078),,16000001.0,UNKNOWN,
1703,2855,0.019,,Accelerating usage growth (SHAP: +0.053),High USERS users (7d) (SHAP: +0.044),Recently active (SHAP: +0.038),125.0,149946.0,MARKETING,
1704,3891,0.019,,Long time on free tier (SHAP: +1.607),Recently active (SHAP: +0.312),Strong web presence (low Alexa rank) (SHAP: +0.171),8.0,16000001.0,FINANCE,
1705,2822,0.019,,Accelerating usage growth (SHAP: +0.064),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.031),8.0,698470.0,REAL ESTATE,
1706,2943,0.019,,High USERS users (7d) (SHAP: +0.041),Accelerating usage growth (SHAP: +0.037),Pct Actions Crm Companies 30D (SHAP: +0.022),18.0,2163685.0,DESIGN,
1707,2870,0.019,,Recently active (SHAP: +0.068),Accelerating usage growth (SHAP: +0.061),High USERS users (7d) (SHAP: +0.049),3.0,334332.0,UNKNOWN,
1708,4529,0.019,,Company size signal (SHAP: +0.839),Accelerating usage growth (SHAP: +0.123),High USERS users (7d) (SHAP: +0.049),600.0,215229.0,UNKNOWN,
1709,3402,0.019,,Long active usage tenure (SHAP: +1.719),Company size signal (SHAP: +0.579),Long time on free tier (SHAP: +0.339),8.0,16000001.0,UNKNOWN,
1710,1647,0.019,,Accelerating usage growth (SHAP: +0.064),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.031),8.0,729729.0,TECH,
1711,2668,0.019,,Strong web presence (low Alexa rank) (SHAP: +0.216),Recently active (SHAP: +0.073),Pct Actions Crm Companies 30D (SHAP: +0.032),8.0,16000001.0,UNKNOWN,
1712,336,0.019,,Strong web presence (low Alexa rank) (SHAP: +0.216),Recently active (SHAP: +0.073),Pct Actions Crm Companies 30D (SHAP: +0.032),8.0,16000001.0,UNKNOWN,
1713,3432,0.019,,Long time on free tier (SHAP: +1.326),Company size signal (SHAP: +1.158),Strong web presence (low Alexa rank) (SHAP: +0.638),1.0,16000001.0,UNKNOWN,
1714,3574,0.019,,Accelerating usage growth (SHAP: +0.064),High USERS users (7d) (SHAP: +0.051),Recently active (SHAP: +0.031),8.0,733477.0,UNKNOWN,
1715,3726,0.019,,Recently active (SHAP: +0.068),Accelerating usage growth (SHAP: +0.061),High USERS users (7d) (SHAP: +0.049),3.0,341874.0,UNKNOWN,
1716,3285,0.019,,Pct Actions Crm Companies 30D (SHAP: +0.021),Pct Actions Crm Contacts 60D (SHAP: +0.016),High CONTACTS users (14d) (SHAP: +0.012),38.0,735544.0,UNKNOWN,
1717,1266,0.019,,Long active usage tenure (SHAP: +1.411),Accelerating usage growth (SHAP: +0.278),Pct Actions Crm Companies 30D (SHAP: +0.029),38.0,16000001.0,OTHER,
